city,breakfast_basket,efood_basket,breakfast_freq,efood_freq,breakfast_users3freq_perc,efood_users3freq_perc
Βόλος,5.1277862511668566,8.0841621844735165,3.7327462625435182,4.4304817418138178,0.30647143149703049,0.38847934167666726
Λάρισα,5.4044765571914741,8.906952073745396,3.0960729312762973,3.8456628033321261,0.2391304347826087,0.33964143426294818
Ξάνθη,4.8871387546718141,7.2320825489357858,4.2714174454828662,5.35396120082367,0.34559968847352024,0.43112604313427982
Ιωάννινα,5.7555080660116644,9.1179663685047139,3.1150902527075814,4.0313148686317541,0.25718411552346571,0.36433189016072592
Ρόδος,6.2486847418511182,10.312610486890994,3.7151735962280328,4.5477364410578218,0.30561508786969566,0.391304347826087
